f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,target
-8,0,0,1,0,-8,0,0,0,0,-8,0,0,0,0,-8,0,0,0,0,-8,-8,-8,-8,-8,right
0,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,-8,-8,-8,-8,-8,right
0,1,0,0,0,0,0,0,1,0,-1,-1,0,1,0,0,0,0,0,0,-8,-8,-8,-8,-8,right
1,0,0,0,-8,0,0,1,0,-8,-1,-1,0,0,-8,0,0,0,0,-8,-8,-8,-8,-8,-8,up
0,0,1,0,-8,1,0,0,0,-8,0,0,0,0,-8,-1,-1,-1,0,-8,0,0,0,0,-8,left
1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,left
0,1,0,0,1,0,0,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,up
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,left
-8,0,0,1,0,-8,0,1,0,0,-8,0,0,-1,0,-8,0,0,-1,-1,-8,0,-1,-1,-1,up
-8,-8,-8,-8,-8,-8,0,0,1,0,-8,0,0,0,0,-8,0,-1,-1,0,-8,0,0,-1,-1,right
-8,-8,-8,-8,-8,0,0,1,0,0,0,-1,0,0,1,0,-1,-1,0,0,0,0,-1,-1,-1,up
-8,-8,1,0,0,-8,-8,0,0,0,-8,-8,0,0,1,-8,-8,0,0,0,-8,-8,0,0,0,right
-8,1,0,0,0,-8,0,0,0,1,-8,-1,0,1,0,-8,0,0,0,0,-8,0,0,0,0,right
1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,right
0,0,0,0,0,0,0,1,0,1,-1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,up
-8,-8,-8,-8,-8,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,0,0,0,0,1,0,right
-8,-8,-8,-8,-8,0,0,0,0,-8,0,-1,0,1,-8,-1,-1,1,0,-8,0,0,1,0,-8,right
-8,-8,-8,-8,-8,0,0,0,-8,-8,-1,-1,0,-8,-8,-1,1,0,-8,-8,0,1,0,-8,-8,down
0,0,0,-8,-8,-1,-1,-1,-8,-8,-1,1,0,-8,-8,0,1,0,-8,-8,0,0,0,-8,-8,left
0,0,0,0,-8,0,-1,-1,-1,-8,-1,-1,0,-1,-8,0,0,1,0,-8,0,0,0,0,-8,down
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,0,1,0,-8,0,0,1,0,-8,0,0,0,0,right
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,down
-8,-8,-8,-8,-8,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,down
1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,down
0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,down
0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,-8,-8,-8,left
-8,0,0,-1,0,-8,0,1,-1,0,-8,0,0,-1,0,-8,0,0,0,0,-8,-8,-8,-8,-8,up
-8,0,0,-1,0,-8,0,0,-1,0,-8,0,0,-1,0,-8,0,-1,-1,0,-8,0,0,0,0,left
-8,-8,0,0,-1,-8,-8,0,0,-1,-8,-8,0,-1,-1,-8,-8,0,-1,-1,-8,-8,0,0,0,up
-8,-8,1,-1,-1,-8,-8,0,0,-1,-8,-8,0,0,-1,-8,-8,-1,-1,-1,-8,-8,0,-1,-1,up
-8,-8,-8,-8,-8,-8,-8,1,-1,-1,-8,-8,0,0,-1,-8,-8,-1,0,-1,-8,-8,-1,-1,-1,up
-8,1,1,1,0,-8,0,0,0,0,-8,0,0,0,0,-8,0,0,0,0,-8,-8,-8,-8,-8,right
1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-8,-8,-8,-8,-8,up
0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,up
0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,left
-8,0,0,0,0,-8,0,1,1,0,-8,1,0,-1,0,-8,0,0,-1,0,-8,0,-1,-1,0,left
-8,-8,0,0,0,-8,-8,0,1,1,-8,-8,0,-1,-1,-8,-8,0,0,-1,-8,-8,0,-1,-1,up
-8,-8,-8,-8,-8,-8,-8,0,0,0,-8,-8,0,1,1,-8,-8,-1,-1,-1,-8,-8,0,0,-1,right
-8,-8,-8,-8,-8,-8,0,0,0,0,-8,-1,0,1,0,-8,-1,-1,-1,0,-8,0,0,-1,0,right
-8,-8,-8,-8,-8,0,0,0,0,0,-1,-1,0,0,1,-1,-1,-1,0,0,0,0,-1,0,0,right
-8,-8,-8,-8,-8,0,0,0,0,0,-1,-1,0,1,0,-1,-1,0,0,0,0,-1,0,0,0,right
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,right
0,0,0,0,-8,0,0,0,0,-8,0,-1,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,up
0,0,1,0,-8,0,0,0,0,-8,0,0,0,0,-8,0,-1,-1,0,-8,-8,-8,-8,-8,-8,up
1,1,0,0,-8,0,0,1,0,-8,0,0,0,0,-8,0,0,-1,0,-8,0,-1,-1,0,-8,up
0,0,0,0,-8,1,1,0,0,-8,0,0,0,0,-8,0,0,-1,0,-8,0,0,-1,0,-8,left
0,0,0,0,0,0,1,1,0,0,1,0,0,-1,0,1,0,0,-1,0,0,0,0,-1,0,up
-8,-8,-8,-8,-8,0,0,0,0,0,0,1,0,0,0,1,0,-1,-1,0,1,0,0,-1,0,left
-8,-8,-8,-8,-8,1,0,0,0,0,0,0,0,-1,0,0,1,0,-1,-1,0,1,0,0,-1,left
-8,-8,-8,-8,-8,-8,1,0,0,0,-8,0,0,-1,-1,-8,0,1,0,-1,-8,0,1,0,0,down
-8,1,0,0,0,-8,0,-1,-1,-1,-8,0,0,0,-1,-8,0,1,0,0,-8,0,0,0,0,down
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,left
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,-1,0,-8,0,0,0,0,-8,0,0,0,0,down
-8,-8,-8,-8,-8,-8,0,-1,-1,0,-8,0,0,0,0,-8,0,0,0,0,-8,0,0,0,1,right
-8,-8,-8,-8,-8,0,-1,-1,0,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,1,0,right
-8,-8,-8,-8,-8,-1,-1,0,0,1,-1,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,right
-8,-8,-8,-8,-8,-1,0,0,1,-8,-1,-1,0,0,-8,0,0,1,0,-8,0,1,0,0,-8,down
-1,0,0,1,-8,-1,-1,-1,0,-8,0,0,0,0,-8,0,1,0,0,-8,0,0,1,0,-8,left
-1,-1,0,0,1,-1,-1,-1,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,down
-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,right
-1,-1,-1,0,-8,0,-1,-1,0,-8,0,-1,0,0,-8,0,0,1,0,-8,0,0,0,0,-8,down
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-8,-8,-8,-8,-8,up
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,1,0,0,0,left
0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,0,1,0,0,down
0,0,0,0,0,0,0,-1,-1,0,0,1,0,-1,0,0,0,1,0,0,-8,-8,-8,-8,-8,down
0,0,-1,-1,0,0,1,-1,-1,0,0,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,left
-8,0,0,-1,-1,-8,0,1,-1,-1,-8,0,0,-1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,up
-8,0,0,0,0,-8,0,0,-1,-1,-8,0,0,-1,-1,-8,0,-1,-1,0,-8,-8,-8,-8,-8,up
-8,0,1,0,0,-8,0,0,0,0,-8,0,0,-1,-1,-8,0,-1,-1,-1,-8,0,-1,-1,0,up
-8,0,0,0,0,-8,0,1,0,0,-8,0,0,0,0,-8,0,-1,-1,-1,-8,0,-1,-1,-1,up
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,up
-8,-8,-8,-8,-8,1,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,up
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,0,0,1,0,0,0,-1,0,0,0,0,-1,0,0,right
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,right
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1,-1,0,0,-8,-1,0,0,0,-8,-1,0,0,0,-8,down
-8,-8,-8,-8,-8,-1,-1,-1,0,-8,-1,0,0,0,-8,-1,0,0,0,-8,0,0,0,0,-8,down
-1,-1,-1,0,-8,-1,0,-1,0,-8,-1,0,0,0,-8,0,0,0,0,-8,0,1,1,0,-8,down
-1,0,-1,0,-8,-1,0,-1,0,-8,0,0,0,0,-8,0,1,1,0,-8,0,0,0,0,-8,down
-1,0,-1,0,-8,0,0,-1,0,-8,0,1,0,0,-8,0,0,0,0,-8,-8,-8,-8,-8,-8,left
0,-1,0,-1,0,0,0,0,-1,0,1,0,0,-1,0,0,0,0,0,0,-8,-8,-8,-8,-8,left
0,0,-1,0,-1,0,0,0,0,-1,0,1,0,-1,-1,0,0,0,0,0,-8,-8,-8,-8,-8,left
-8,-8,0,0,0,-8,-8,0,0,0,-8,-8,0,1,0,-8,-8,1,1,0,-8,-8,0,0,0,down
-8,-8,0,0,0,-8,-8,-1,1,0,-8,-8,0,1,0,-8,-8,0,0,0,-8,-8,-8,-8,-8,right
-8,0,0,0,0,-8,-1,1,0,0,-8,-1,0,0,1,-8,0,0,0,0,-8,-8,-8,-8,-8,up
-8,0,0,0,0,-8,0,0,0,0,-8,-1,0,0,0,-8,-1,-1,0,1,-8,0,0,0,0,right
0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,1,1,0,0,0,0,1,right
0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,1,1,0,0,0,0,1,0,down
0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,1,0,0,0,0,1,0,-8,-8,-8,-8,-8,right
0,0,0,0,-8,-1,-1,0,0,-8,0,-1,0,0,-8,0,0,1,0,-8,-8,-8,-8,-8,-8,down
0,0,0,-8,-8,0,0,0,-8,-8,0,0,0,-8,-8,0,0,1,-8,-8,-8,-8,-8,-8,-8,down
0,0,0,-8,-8,0,0,-1,-8,-8,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,left
1,0,0,0,-8,0,0,0,-1,-8,0,0,0,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,left
0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,left
1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,up
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-8,-8,-8,-8,-8,up
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,up
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-1,0,0,0,0,-1,0,0,left
-8,0,0,0,0,-8,0,0,0,0,-8,1,0,-1,0,-8,1,0,-1,0,-8,0,0,-1,0,left
-8,-8,0,0,0,-8,-8,0,0,0,-8,-8,0,-1,-1,-8,-8,1,0,-1,-8,-8,0,0,-1,down
0,0,0,-8,-8,0,0,0,-8,-8,0,0,0,-8,-8,0,0,1,-8,-8,0,0,0,-8,-8,down
0,0,0,-8,-8,0,0,-1,-8,-8,0,0,0,-8,-8,0,0,0,-8,-8,-8,-8,-8,-8,-8,left
0,0,0,0,-8,0,0,0,-1,-8,1,0,0,-1,-8,0,0,0,0,-8,-8,-8,-8,-8,-8,left
0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,-1,0,0,0,0,0,-8,-8,-8,-8,-8,left
1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,-8,-8,-8,-8,-8,left
-8,1,0,0,0,-8,0,0,0,0,-8,1,0,-1,-1,-8,0,0,0,0,-8,-8,-8,-8,-8,left
-8,-8,1,0,0,-8,-8,0,0,0,-8,-8,0,-1,-1,-8,-8,0,0,0,-8,-8,-8,-8,-8,up
-8,-8,1,0,0,-8,-8,1,0,0,-8,-8,0,0,0,-8,-8,-1,-1,-1,-8,-8,0,0,0,up
-8,-8,0,0,0,-8,-8,1,0,0,-8,-8,0,0,0,-8,-8,-1,0,0,-8,-8,-1,-1,-1,up
1,0,0,-8,-8,0,0,0,-8,-8,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,left
0,1,0,0,-8,0,0,0,0,-8,0,0,0,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,left
0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,up
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-8,-8,-8,-8,-8,up
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,right
0,0,1,0,-8,0,0,0,1,-8,0,-1,0,0,-8,0,-1,0,0,-8,0,-1,-1,-1,-8,right
0,1,0,-8,-8,0,0,1,-8,-8,-1,-1,0,-8,-8,-1,0,0,-8,-8,-1,-1,-1,-8,-8,up
0,1,0,-8,-8,0,1,0,-8,-8,0,0,0,-8,-8,-1,-1,-1,-8,-8,-1,0,0,-8,-8,left
1,0,1,0,-8,0,0,1,0,-8,0,0,0,-1,-8,0,-1,-1,-1,-8,0,-1,0,0,-8,up
-8,-8,-8,-8,-8,1,0,1,0,-8,0,0,0,0,-8,0,0,-1,-1,-8,0,-1,-1,-1,-8,up
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,0,0,0,-8,0,0,-1,0,-8,0,0,-1,-1,-8,left
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,left
-8,-8,-8,-8,-8,0,0,1,0,-8,0,1,0,0,-8,0,0,0,0,-8,0,0,0,1,-8,up
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,-8,0,1,-1,0,-8,0,0,0,0,-8,left
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,-1,0,1,0,1,-1,0,0,0,0,0,0,down
-8,-8,-8,-8,-8,0,0,-1,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,left
-8,-8,-8,-8,-8,0,0,0,-1,-1,0,1,0,-1,-1,0,0,0,0,0,1,0,0,0,0,left
-8,-8,-8,-8,-8,-8,0,0,0,-1,-8,0,0,-1,-1,-8,0,0,0,0,-8,1,0,0,0,left
-8,-8,-8,-8,-8,-8,-8,0,0,0,-8,-8,0,-1,-1,-8,-8,0,0,0,-8,-8,1,0,0,down
-8,-8,0,0,0,-8,-8,-1,-1,-1,-8,-8,0,0,0,-8,-8,1,0,0,-8,-8,0,0,1,down
-8,-8,-1,-1,-1,-8,-8,-1,0,0,-8,-8,0,0,0,-8,-8,0,0,1,-8,-8,0,0,0,right
-8,-1,-1,-1,-1,-8,-1,0,0,0,-8,-1,0,0,0,-8,0,0,1,0,-8,0,0,0,0,right
-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,down
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,left
-8,0,1,0,0,-8,0,0,0,0,-8,1,0,-1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,left
-8,-8,0,1,0,-8,-8,0,0,0,-8,-8,0,-1,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,up
-8,-8,0,0,0,-8,-8,0,1,0,-8,-8,0,0,0,-8,-8,-1,-1,-1,-8,-8,-8,-8,-8,right
-8,0,0,0,0,-8,0,1,0,0,-8,-1,0,0,0,-8,-1,-1,-1,0,-8,-8,-8,-8,-8,up
-8,0,1,1,0,-8,0,0,0,0,-8,0,0,0,0,-8,-1,-1,0,0,-8,-1,-1,-1,0,up
-8,0,0,0,0,-8,0,1,1,0,-8,0,0,0,0,-8,0,-1,0,0,-8,-1,-1,0,0,up
-8,-8,-8,-8,-8,-8,0,0,0,0,-8,0,0,1,0,-8,0,-1,0,0,-8,0,-1,0,0,right
-8,-8,-8,-8,-8,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,right
-8,-8,-8,-8,-8,0,0,0,0,0,-1,-1,0,1,1,-1,0,0,0,0,-1,0,0,0,0,right
-8,-8,-8,-8,-8,0,0,0,0,-8,-1,-1,0,1,-8,0,0,0,0,-8,0,0,0,0,-8,right
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,-8,0,0,0,0,-8,0,0,0,0,-8,left
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,down
-8,-8,-8,-8,-8,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,down
0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,down
0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,down
0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,1,0,-8,-8,-8,-8,-8,down
0,0,-1,0,0,0,0,-1,0,1,0,0,0,1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,right
0,-1,0,0,-8,0,-1,0,1,-8,0,-1,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,right
-1,0,0,-8,-8,-1,0,1,-8,-8,-1,-1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,up
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-8,-8,-8,-8,-8,down
0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,right
1,0,1,0,-8,0,-1,0,0,-8,0,-1,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,up
0,1,0,0,-8,1,0,1,0,-8,0,-1,0,0,-8,0,-1,-1,0,-8,-8,-8,-8,-8,-8,up
0,0,0,0,-8,0,1,0,0,-8,1,0,0,0,-8,0,-1,-1,0,-8,0,-1,-1,0,-8,left
0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,left
0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,-1,-1,1,0,0,-1,-1,up
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,-1,-1,right
1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,0,up
-8,-8,-8,-8,-8,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,left
-8,-8,-8,-8,-8,0,1,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,left
-8,-8,-8,-8,-8,-8,0,1,0,0,-8,0,0,-1,-1,-8,0,0,-1,-1,-8,0,0,-1,-1,up
-8,-8,0,0,0,-8,-8,1,0,0,-8,-8,0,1,0,-8,-8,1,0,0,-8,-8,-8,-8,-8,down
-8,-8,1,0,0,-8,-8,-1,1,0,-8,-8,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,right
-8,1,0,0,0,-8,-1,1,0,0,-8,-1,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,up
-8,0,0,0,1,-8,1,0,0,0,-8,-1,0,0,0,-8,-1,-1,0,0,-8,-8,-8,-8,-8,up
-8,0,0,0,0,-8,0,0,0,1,-8,1,0,0,0,-8,-1,-1,0,0,-8,-1,-1,0,0,left
-8,-8,0,0,0,-8,-8,0,0,0,-8,-8,0,-1,0,-8,-8,-1,-1,0,-8,-8,-1,-1,0,up
-8,-8,1,0,0,-8,-8,0,0,0,-8,-8,0,0,0,-8,-8,-1,-1,0,-8,-8,-1,-1,0,up
-8,-8,-8,-8,-8,-8,-8,1,0,0,-8,-8,0,0,0,-8,-8,-1,0,0,-8,-8,-1,-1,0,up
-8,-8,-8,-8,-8,-8,0,0,0,0,-8,0,0,0,0,-8,0,0,0,0,-8,1,0,0,1,left
-8,-8,-8,-8,-8,-8,-8,0,0,0,-8,-8,0,-1,0,-8,-8,0,0,0,-8,-8,1,0,0,down
-8,-8,0,0,0,-8,-8,-1,-1,0,-8,-8,0,0,0,-8,-8,1,0,0,-8,-8,1,0,0,down
-8,-8,-1,-1,0,-8,-8,-1,0,0,-8,-8,0,0,0,-8,-8,1,0,0,-8,-8,0,0,0,right
-8,-1,-1,0,0,-8,-1,0,0,0,-8,-1,0,0,1,-8,1,0,0,0,-8,0,0,0,0,right
-1,-1,0,0,0,-1,0,0,0,1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,right
-1,0,0,0,1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,right
0,0,0,1,-8,0,0,1,0,-8,-1,-1,0,0,-8,0,0,0,0,-8,0,0,0,0,-8,up
0,0,0,1,-8,0,0,0,1,-8,0,0,0,0,-8,-1,-1,-1,0,-8,0,0,0,0,-8,right
0,0,1,-8,-8,0,0,1,-8,-8,0,-1,0,-8,-8,-1,-1,0,-8,-8,0,0,0,-8,-8,up
-8,-8,-8,-8,-8,0,0,1,-8,-8,0,0,0,-8,-8,0,-1,-1,-8,-8,-1,-1,0,-8,-8,up
-8,-8,-8,-8,-8,0,1,0,-8,-8,0,1,0,-8,-8,0,0,0,-8,-8,0,0,1,-8,-8,up
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,1,0,-8,-8,0,1,-1,-8,-8,0,0,0,-8,-8,left
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,-1,-8,0,0,1,-1,-8,0,0,0,0,-8,down
-8,-8,-8,-8,-8,0,0,-1,-1,-8,0,0,0,-1,-8,0,0,0,0,-8,0,0,0,1,-8,down
0,0,-1,-1,-8,0,0,-1,-1,-8,0,0,0,0,-8,0,0,0,1,-8,0,0,1,0,-8,right
0,-1,-1,-8,-8,0,-1,-1,-8,-8,0,-1,0,-8,-8,0,0,1,-8,-8,0,1,0,-8,-8,down
0,-1,-1,-8,-8,0,-1,-1,-8,-8,0,0,0,-8,-8,0,1,0,-8,-8,0,1,0,-8,-8,left
0,0,-1,-1,-8,0,0,-1,-1,-8,0,0,0,-1,-8,0,0,1,0,-8,0,0,1,0,-8,down
0,0,-1,-1,-8,0,0,-1,-1,-8,0,0,0,0,-8,0,0,1,0,-8,-8,-8,-8,-8,-8,down
0,0,0,-8,-8,1,1,0,-8,-8,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,left
0,0,0,0,-8,0,1,1,0,-8,0,0,0,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,up
1,0,0,0,-8,0,0,0,0,-8,0,1,0,0,-8,0,0,-1,-1,-8,-8,-8,-8,-8,-8,left
1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-8,-8,-8,-8,-8,left
0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-8,-8,-8,-8,-8,up
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,up
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,left
-8,0,1,0,0,-8,1,0,0,0,-8,0,0,-1,0,-8,0,0,-1,0,-8,0,0,-1,-1,left
-8,-8,0,1,0,-8,-8,1,0,0,-8,-8,0,-1,-1,-8,-8,0,0,-1,-8,-8,0,0,-1,up
-8,-8,-8,-8,-8,-8,-8,0,1,0,-8,-8,0,0,0,-8,-8,-1,-1,-1,-8,-8,0,0,-1,right
-8,-8,-8,-8,-8,-8,0,1,0,0,-8,-1,0,0,0,-8,-1,-1,-1,0,-8,0,0,-1,0,up
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,1,0,-8,-8,0,1,0,-8,-8,0,0,0,right
-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1,0,0,0,-8,0,1,0,1,-8,0,0,0,0,down
-8,-8,-8,-8,-8,-8,-1,-1,0,0,-8,0,0,0,1,-8,0,0,0,0,-8,0,0,0,0,right
-8,-8,-8,-8,-8,-1,-1,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,right
-8,-8,-8,-8,-8,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,right
-8,-8,-8,-8,-8,0,0,0,0,-8,-1,-1,0,0,-8,0,0,1,0,-8,0,0,0,1,-8,down
0,0,0,0,-8,-1,-1,-1,0,-8,0,0,0,0,-8,0,0,0,1,-8,0,1,0,0,-8,right
0,0,0,-8,-8,-1,-1,0,-8,-8,0,-1,0,-8,-8,0,0,1,-8,-8,1,0,0,-8,-8,down
-1,-1,0,-8,-8,0,-1,-1,-8,-8,0,0,0,-8,-8,1,0,0,-8,-8,0,0,0,-8,-8,left
-1,-1,-1,0,-8,0,0,-1,-1,-8,0,0,0,-1,-8,0,1,0,0,-8,0,0,0,0,-8,left
-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,down
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,left
-8,0,0,0,0,-8,0,1,0,0,-8,0,0,-1,0,-8,0,0,0,0,-8,0,0,0,0,up
-8,-8,-8,-8,-8,-8,0,0,0,0,-8,0,0,0,0,-8,0,-1,-1,0,-8,0,0,0,0,right
-8,-8,-8,-8,-8,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,right
-8,-8,-8,-8,-8,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,1,0,right
-8,-8,-8,-8,-8,0,0,0,0,-8,-1,-1,0,0,-8,-1,0,0,0,-8,0,0,1,0,-8,down
0,0,0,0,-8,-1,-1,-1,0,-8,-1,0,0,0,-8,0,0,1,0,-8,0,0,0,0,-8,down
-1,-1,-1,0,-8,-1,0,-1,0,-8,0,0,0,0,-8,0,0,0,0,-8,1,1,1,0,-8,down
-1,0,-1,0,-8,0,0,-1,0,-8,0,0,0,0,-8,1,1,1,0,-8,-8,-8,-8,-8,-8,down
